timestamp,buyer,seller,symbol,currency,price,quantity
0,,,CROISSANTS,SEASHELLS,4274,8
100,,SUBMISSION,PICNIC_BASKET2,SEASHELLS,30257,3
100,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,1
200,,SUBMISSION,KELP,SEASHELLS,2034,1
200,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,1
200,SUBMISSION,,SQUID_INK,SEASHELLS,1835,30
200,SUBMISSION,,SQUID_INK,SEASHELLS,1835,2
200,,,CROISSANTS,SEASHELLS,4276,8
200,,,JAMS,SEASHELLS,6543,7
200,,,SQUID_INK,SEASHELLS,1834,1
300,,,KELP,SEASHELLS,2032,1
300,,,SQUID_INK,SEASHELLS,1834,1
400,SUBMISSION,,CROISSANTS,SEASHELLS,4275,55
400,,SUBMISSION,DJEMBES,SEASHELLS,13410,30
400,SUBMISSION,,PICNIC_BASKET1,SEASHELLS,58709,16
500,SUBMISSION,,CROISSANTS,SEASHELLS,4275,39
500,,SUBMISSION,DJEMBES,SEASHELLS,13410,20
500,SUBMISSION,,PICNIC_BASKET1,SEASHELLS,58708,20
500,SUBMISSION,,PICNIC_BASKET1,SEASHELLS,58708,14
500,,,KELP,SEASHELLS,2035,2
500,,,RAINFOREST_RESIN,SEASHELLS,10005,2
500,,,SQUID_INK,SEASHELLS,1837,2
600,,SUBMISSION,DJEMBES,SEASHELLS,13410,10
600,SUBMISSION,,PICNIC_BASKET1,SEASHELLS,58705,10
600,SUBMISSION,,SQUID_INK,SEASHELLS,1834,2
600,,,CROISSANTS,SEASHELLS,4276,5
700,SUBMISSION,,PICNIC_BASKET2,SEASHELLS,30256,12
700,SUBMISSION,,RAINFOREST_RESIN,SEASHELLS,9998,9
700,,,JAMS,SEASHELLS,6542,3
800,SUBMISSION,,PICNIC_BASKET2,SEASHELLS,30256,1
800,,SUBMISSION,SQUID_INK,SEASHELLS,1836,27
800,,SUBMISSION,SQUID_INK,SEASHELLS,1836,1
900,SUBMISSION,,PICNIC_BASKET2,SEASHELLS,30255,24
900,SUBMISSION,,PICNIC_BASKET2,SEASHELLS,30255,14
900,,SUBMISSION,SQUID_INK,SEASHELLS,1840,21
900,,,KELP,SEASHELLS,2031,8
1000,,SUBMISSION,JAMS,SEASHELLS,6543,65
1000,,SUBMISSION,JAMS,SEASHELLS,6543,200
1000,,SUBMISSION,RAINFOREST_RESIN,SEASHELLS,10002,2
1000,,SUBMISSION,SQUID_INK,SEASHELLS,1841,28
