timestamp,buyer,seller,symbol,currency,price,quantity
0,,,KELP,SEASHELLS,2029,13
0,,,KELP,SEASHELLS,2029,1
0,,,RAINFOREST_RESIN,SEASHELLS,10004,1
800,,SUBMISSION,KELP,SEASHELLS,2024,1
900,,SUBMISSION,KELP,SEASHELLS,2024,22
900,,SUBMISSION,KELP,SEASHELLS,2024,1
1000,,SUBMISSION,KELP,SEASHELLS,2024,26
1100,,,RAINFOREST_RESIN,SEASHELLS,9996,2
1700,,,KELP,SEASHELLS,2026,8
1700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
1800,,,RAINFOREST_RESIN,SEASHELLS,10002,1
1900,,,KELP,SEASHELLS,2026,1
2000,,,RAINFOREST_RESIN,SEASHELLS,9998,1
2400,,,KELP,SEASHELLS,2025,1
2600,SUBMISSION,,KELP,SEASHELLS,2028,23
2700,SUBMISSION,,KELP,SEASHELLS,2027,26
2800,SUBMISSION,,KELP,SEASHELLS,2027,25
2900,SUBMISSION,,KELP,SEASHELLS,2027,25
2900,SUBMISSION,,KELP,SEASHELLS,2027,1
2900,,,RAINFOREST_RESIN,SEASHELLS,9996,1
2900,,,RAINFOREST_RESIN,SEASHELLS,9996,11
3000,,,KELP,SEASHELLS,2027,1
3000,,,RAINFOREST_RESIN,SEASHELLS,10005,1
3100,,SUBMISSION,KELP,SEASHELLS,2023,24
3100,,SUBMISSION,KELP,SEASHELLS,2023,2
3100,,,RAINFOREST_RESIN,SEASHELLS,9996,2
3200,,SUBMISSION,KELP,SEASHELLS,2023,22
3200,,SUBMISSION,KELP,SEASHELLS,2023,1
3200,,,RAINFOREST_RESIN,SEASHELLS,9996,1
3200,,,RAINFOREST_RESIN,SEASHELLS,9996,1
3300,,SUBMISSION,KELP,SEASHELLS,2023,30
3300,,SUBMISSION,KELP,SEASHELLS,2023,2
3400,,SUBMISSION,KELP,SEASHELLS,2023,19
3700,,,RAINFOREST_RESIN,SEASHELLS,10002,1
3800,,,KELP,SEASHELLS,2023,14
3800,,,KELP,SEASHELLS,2023,1
3800,,,RAINFOREST_RESIN,SEASHELLS,9996,1
4100,SUBMISSION,,KELP,SEASHELLS,2027,27
4100,SUBMISSION,,KELP,SEASHELLS,2027,2
4200,SUBMISSION,,KELP,SEASHELLS,2027,24
4200,SUBMISSION,,KELP,SEASHELLS,2027,2
4200,,,RAINFOREST_RESIN,SEASHELLS,9996,2
4300,,SUBMISSION,KELP,SEASHELLS,2023,7
4300,,SUBMISSION,KELP,SEASHELLS,2023,22
4300,,,KELP,SEASHELLS,2025,1
4300,,,RAINFOREST_RESIN,SEASHELLS,9995,2
4400,,SUBMISSION,KELP,SEASHELLS,2023,26
4500,,,KELP,SEASHELLS,2023,1
4700,,,KELP,SEASHELLS,2023,7
4800,,,KELP,SEASHELLS,2027,2
4800,,,RAINFOREST_RESIN,SEASHELLS,10004,2
5300,SUBMISSION,,KELP,SEASHELLS,2026,20
5300,SUBMISSION,,KELP,SEASHELLS,2026,1
5300,,,KELP,SEASHELLS,2025,1
5400,SUBMISSION,,KELP,SEASHELLS,2025,6
5500,SUBMISSION,,KELP,SEASHELLS,2027,27
5600,SUBMISSION,,KELP,SEASHELLS,2027,28
5700,SUBMISSION,,KELP,SEASHELLS,2027,18
5700,,,KELP,SEASHELLS,2024,1
6100,,,KELP,SEASHELLS,2024,1
6500,,,RAINFOREST_RESIN,SEASHELLS,9998,1
6600,,,RAINFOREST_RESIN,SEASHELLS,10004,2
6700,,,RAINFOREST_RESIN,SEASHELLS,10002,3
6800,,SUBMISSION,KELP,SEASHELLS,2024,30
6800,,SUBMISSION,KELP,SEASHELLS,2024,2
6900,,SUBMISSION,KELP,SEASHELLS,2024,26
6900,,SUBMISSION,KELP,SEASHELLS,2024,1
6900,,,KELP,SEASHELLS,2026,1
6900,,,RAINFOREST_RESIN,SEASHELLS,10002,1
7000,,SUBMISSION,KELP,SEASHELLS,2026,4
7000,,,KELP,SEASHELLS,2027,2
7000,,,RAINFOREST_RESIN,SEASHELLS,10005,2
7100,,SUBMISSION,KELP,SEASHELLS,2024,29
7100,,SUBMISSION,KELP,SEASHELLS,2024,1
7200,,SUBMISSION,KELP,SEASHELLS,2024,7
7300,,,KELP,SEASHELLS,2027,2
7300,,,RAINFOREST_RESIN,SEASHELLS,10004,2
7400,,,KELP,SEASHELLS,2024,1
7700,,,KELP,SEASHELLS,2024,1
8100,,,KELP,SEASHELLS,2027,1
8100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
8100,,,RAINFOREST_RESIN,SEASHELLS,9996,1
8600,,,KELP,SEASHELLS,2023,1
8800,,,RAINFOREST_RESIN,SEASHELLS,9998,1
9200,,,KELP,SEASHELLS,2025,1
9900,SUBMISSION,,KELP,SEASHELLS,2026,25
10000,SUBMISSION,,KELP,SEASHELLS,2026,28
10100,SUBMISSION,,KELP,SEASHELLS,2026,24
10100,SUBMISSION,,KELP,SEASHELLS,2026,1
10200,,SUBMISSION,KELP,SEASHELLS,2022,26
10200,,SUBMISSION,KELP,SEASHELLS,2022,2
